x,y,z,nx,ny,nz,ox,oy,oz,ax,ay,az
0.07151856,-0.16967602,0.17124331,0.36734942,0.79403543,0.4843161,-0.9298937,0.32405767,0.174024,-0.018765118,-0.51429015,0.85741097
0.09789059,0.2826263,0.10256527,-0.92190886,-0.0204403,0.38686717,0.37763658,-0.2702698,0.88563246,0.08645592,0.9625676,0.25688314
-0.18502139,-0.117261276,0.18506077,0.55905074,-0.7734288,0.2987812,0.31280175,0.53046525,0.78788435,-0.7678654,-0.34700802,0.53848684
0.08466441,-0.19400078,0.16195631,0.23910369,0.7369745,0.63221675,-0.9705465,0.16162732,0.17865081,0.02947759,-0.65631187,0.7539137
0.083891,-0.183045,0.16607751,0.26784372,0.7901226,0.55133104,-0.9631247,0.20442863,0.17492796,0.025506705,-0.5778539,0.81574154
-0.0767015,-0.17248845,0.097336255,0.5924882,-0.051994614,0.8038994,-0.53234184,0.7237101,0.43915355,-0.60462373,-0.6881426,0.40111083
-0.034286946,-0.17931622,0.10178269,0.5070787,0.16578145,0.84580594,-0.72474194,0.61315024,0.31431827,-0.46649796,-0.7723751,0.4310642
-0.1953388,-0.13380148,0.132492,0.48610035,-0.81906116,0.30470514,0.045039583,0.37168887,0.92726415,-0.8727416,-0.43701965,0.21756826
-0.13747366,0.09541877,-0.015915073,-0.48212144,-0.73901176,0.47055346,-0.019751184,0.5461293,0.837468,-0.87588173,0.3944673,-0.27789697
0.07763811,-0.19531347,0.1645382,0.28646973,0.74458486,0.6029332,-0.95634896,0.18431383,0.22677094,0.057721287,-0.64157754,0.76488334
0.18715471,-0.009946507,0.23226696,0.11545731,-0.2537633,-0.9603509,0.15827088,0.9591646,-0.23442186,0.98062223,-0.12492987,0.1509059
0.11213683,-0.1950363,0.15217167,0.23479271,0.7203199,0.6526956,-0.9564277,0.05131217,0.28742504,0.17354676,-0.69174147,0.7009817
0.011930359,-0.1800699,0.12755439,0.5717655,0.42342287,0.7027071,-0.7902016,0.5145359,0.33291784,-0.22060302,-0.7456312,0.6287833
0.05734332,0.28251663,0.078635894,-0.8701022,-0.09125394,0.48434994,0.48740292,-0.013328965,0.8730754,-0.07321569,0.99573845,0.056074996
0.062266216,-0.19005598,0.15157533,0.31563598,0.6788351,0.6629908,-0.94878876,0.23549353,0.21057695,-0.013183019,-0.6955039,0.7184014
0.07303336,-0.18809287,0.15874659,0.34374672,0.7380952,0.5805632,-0.93877167,0.2547154,0.23200826,0.023365816,-0.6247683,0.7804605
-0.20513597,0.09461188,0.104850315,-0.2567036,-0.9135334,0.31553137,0.21555746,0.2641321,0.94009,-0.9421455,0.3093396,0.12911527
0.06884322,0.00032947634,0.34994134,0.84922886,-0.17924906,-0.49666905,0.16603225,0.98355544,-0.07107753,0.5012421,-0.02210199,0.86502475
-0.037744485,-0.21765697,0.22170173,0.62517166,0.5008435,0.59859514,-0.7307611,0.6449948,0.22353952,-0.27413243,-0.5771806,0.7692294
0.11760512,-0.18935055,0.16091423,0.15986,0.7757793,0.61041886,-0.9732484,0.02048958,0.22883976,0.16502193,-0.63067156,0.7583015
-0.16047858,-0.029003795,-0.00014205635,-0.009259936,-0.8410688,0.5408489,-0.25749376,0.5246379,0.8114506,-0.9662356,-0.13175124,-0.22142807
-0.09650611,-0.12789986,0.070686124,0.5667821,-0.40171218,0.7192951,-0.31651255,0.69989914,0.640282,-0.76064306,-0.5905663,0.26954335
0.21695325,0.23807481,0.14069875,-0.8701162,0.3476492,0.34933922,0.14575264,-0.4955991,0.8562346,0.47080147,0.7959407,0.380558
-0.061404377,-0.14711867,0.084155284,0.56258,-0.098649874,0.8208361,-0.5423945,0.70527416,0.4565047,-0.62394863,-0.70203745,0.34326598
0.12533382,-0.1778202,0.28290546,0.32334122,0.9331367,0.1571826,-0.94425917,0.30731136,0.11804376,0.061846964,-0.18658952,0.9804893
-0.046966914,-0.15920281,0.09329989,0.6140886,-0.006499464,0.7892103,-0.5750021,0.68128043,0.45302272,-0.54061794,-0.7319937,0.41462934
-0.06087537,-0.19162166,0.22573669,0.52506447,0.6327281,0.569177,-0.78890175,0.6127505,0.046593342,-0.31928253,-0.4734892,0.8208938
0.0137194805,-0.04326796,0.36564133,0.96951723,-0.18367825,-0.16216871,0.15706375,0.9738691,-0.16404256,0.18806215,0.13357127,0.97303206
0.0569341,-0.19450532,0.14699052,0.3681366,0.67502666,0.639386,-0.9285672,0.30191916,0.2158885,-0.04731239,-0.6731893,0.7379551
-0.02337319,-0.21057335,0.23962767,0.64454156,0.5920144,0.48382345,-0.735583,0.6527453,0.18122156,-0.20852771,-0.47269714,0.8561972
-0.06473948,-0.1541984,0.079215124,0.63128924,-0.21128255,0.74621284,-0.4608108,0.6717248,0.5800338,-0.6238007,-0.71003205,0.32669136
-0.20552732,0.088472515,0.13266256,-0.1334336,-0.88330907,0.4494002,0.38489065,0.37167495,0.8448177,-0.91326594,0.28569698,0.2903835
-0.12196172,-0.14821893,0.059148584,0.15413289,-0.14832991,0.9768528,-0.58854675,0.7803471,0.21135552,-0.79363453,-0.6075003,0.032978058
0.0031894622,-0.02284761,0.364719,0.88535637,-0.43905476,-0.15288888,0.41796127,0.8956889,-0.1518214,0.20359878,0.07051442,0.9765118
0.16705109,-0.24085742,0.19891602,0.6138593,0.6667902,0.42257258,-0.7425585,0.30604953,0.5957689,0.26792473,-0.67950314,0.68300205
-0.15080643,0.19133076,0.12082797,-0.5410531,-0.7709888,0.33591333,0.40123743,0.114383824,0.9088041,-0.7391009,0.62649226,0.24746184
-0.07633807,-0.16905352,0.30654392,0.9500664,-0.17406264,0.2589904,0.06402033,0.92104167,0.38416624,-0.30540994,-0.34840277,0.8861943
0.09017063,-0.19279349,0.17519261,0.23241194,0.79025817,0.5669892,-0.97109205,0.15590397,0.18076007,0.054451264,-0.59260947,0.80364734
0.03196873,-0.023997676,0.359906,0.9392474,-0.1756424,-0.29489663,0.10295588,0.9637592,-0.24610634,0.32743603,0.20079342,0.92329174
0.07400227,0.0011000687,0.34775367,0.76108366,-0.4961555,-0.41782942,0.40168935,0.8662811,-0.2969895,0.50931066,0.058196213,0.8586127
0.08927941,-0.18138461,0.20887876,0.17122148,0.91070646,0.37589484,-0.98458374,0.14432153,0.09882377,0.035749726,-0.3870207,0.9213777
-0.005834754,-0.16782372,0.12631121,0.50814295,0.4038317,0.7607304,-0.7931678,0.5636591,0.23059319,-0.33567172,-0.7205612,0.6067257
-0.1857675,0.065703504,0.043551084,-0.19844529,-0.8331564,0.5162072,0.13956238,0.49729437,0.85628307,-0.97012466,0.24196844,0.017591562
0.048136838,-0.19870995,0.13318676,0.4504592,0.5951622,0.6654836,-0.8887889,0.36949134,0.27116495,-0.08450329,-0.71362317,0.69541436
-0.20733318,0.086542904,0.102139,-0.19704163,-0.86960495,0.4527271,0.25126588,0.40156358,0.8806884,-0.9476498,0.28728718,0.13937731
0.03687646,-0.18762092,0.1361467,0.4932307,0.5491781,0.67463094,-0.859547,0.42696232,0.28085965,-0.1338,-0.7184056,0.6826353
-0.12455011,-0.10780627,0.08695293,0.57674724,-0.5672427,0.5878762,-0.058045357,0.6893489,0.7221003,-0.8148579,-0.45059282,0.36465424
-0.09146302,-0.13469982,0.06834752,0.5961841,-0.46055228,0.657614,-0.2989862,0.63282007,0.7142451,-0.74509853,-0.622439,0.23957847
-0.12343703,0.08440504,-0.03815629,-0.5199806,-0.7475271,0.41330782,-0.15915085,0.5601796,0.81293905,-0.8392206,0.35693425,-0.4102521
-0.10555007,-0.06689582,0.3278861,0.9014984,0.34788555,0.2574419,-0.33971873,0.9373645,-0.07706469,-0.2681266,-0.017984143,0.9632158
-0.099713065,-0.18138517,0.0958509,0.6795641,-0.34962812,0.644944,-0.29480577,0.6748759,0.6764851,-0.6717754,-0.6498482,0.35554904
0.11333039,0.28674382,0.09342092,-0.8866974,0.062100146,0.45816076,0.4344534,-0.22709143,0.8715961,0.15817063,0.97189146,0.17438176
0.089777574,0.27124888,0.059752285,-0.81631774,0.05241503,0.57522,0.57125336,-0.073997535,0.81743133,0.08541055,0.99588,0.030463241
-0.12588768,0.20867847,0.10822433,-0.53705335,-0.68606716,0.49080095,0.5390627,0.16839859,0.82525957,-0.64883363,0.7077809,0.27939418
0.2602276,-0.18842545,0.22092217,0.60044974,0.78828126,0.13443503,-0.64082617,0.37377363,0.6705483,0.4783324,-0.48878008,0.72958356
0.07417123,-0.19316335,0.19309136,0.16792569,0.8523278,0.4953163,-0.9852469,0.16193153,0.055377766,-0.033007313,-0.4973082,0.8669458
0.0464022,-0.19843723,0.20269445,0.15044433,0.8563455,0.49400303,-0.98369855,0.17945676,-0.011508252,-0.09850722,-0.4842187,0.86938405
0.042158294,-0.0068374234,0.34867063,0.8598906,-0.16310447,-0.4837201,0.047412865,0.9690041,-0.24245225,0.5082718,0.18554786,0.84097075
-0.06524978,-0.1761682,0.26475713,0.7202101,0.5453278,0.42885315,-0.6304855,0.7724084,0.07663745,-0.28945726,-0.32558072,0.9001176
-0.10125496,-0.121926025,0.04543487,0.40366057,-0.4352832,0.8047277,-0.40111947,0.7063313,0.583266,-0.8222903,-0.55823344,0.11051755
-0.15899459,0.09851558,0.008548672,-0.4030244,-0.75348014,0.51946026,0.102441244,0.5268905,0.843737,-0.9094378,0.39326078,-0.1351623
-0.09589884,0.20749205,0.20968324,-0.55060625,-0.7817763,0.29267472,0.69306886,-0.23270373,0.68227893,-0.465283,0.5785108,0.669953
0.02528719,0.24600482,0.033738837,-0.9570883,-0.16828372,0.2359293,0.21789342,0.11886556,0.9687071,-0.1910615,0.97854567,-0.07709692
0.050096206,-0.19842729,0.13637882,0.44176048,0.61282253,0.655207,-0.8918176,0.37935826,0.24647243,-0.097514324,-0.6932069,0.71411145
-0.09667882,-0.24253514,0.16417582,0.8474376,-0.47277018,0.24153225,-0.001067708,0.45343432,0.89128906,-0.5308939,-0.75556976,0.38375252
0.10058825,0.0021294118,0.33298624,0.6953966,-0.2910564,-0.6570462,0.19124767,0.9562912,-0.22120465,0.6927105,0.028166406,0.7206655
-0.02758886,0.2707228,0.09561926,-0.76271623,-0.3715403,0.52935976,0.5501541,0.057560217,0.833077,-0.33999175,0.9266308,0.16050231
