x,y,z,nx,ny,nz,ox,oy,oz,ax,ay,az
0.11033717,0.017683841,0.2956384,-0.47882947,0.87730837,0.0324394,-0.5431387,-0.32506728,0.77416515,0.68972653,0.353074,0.6321519
0.01841281,-0.28716633,0.19774082,0.8669726,-0.17113504,-0.4680505,0.46077994,-0.08250343,0.88367134,-0.18984291,-0.98178715,0.0073273797
-0.0952094,-0.23604123,0.1018015,0.84988064,-0.37793288,-0.3672461,0.09350083,-0.57769185,0.8108821,-0.51861405,-0.7234908,-0.45563206
-0.15441704,-0.03474674,0.22676374,-0.8678566,0.06108637,-0.493045,-0.018228995,-0.9956592,-0.09127169,-0.49648023,-0.070223026,0.8652029
-0.2148675,0.11293265,0.16804709,-0.39283264,-0.8910282,-0.22748886,0.070631094,-0.2758786,0.9585939,-0.91689354,0.36049917,0.17130841
0.2655663,0.13657017,0.016948318,0.24739386,0.84774387,0.46917647,0.85681623,-0.41750357,0.30258343,0.4523961,0.32714075,-0.82964855
0.04470679,0.1066821,0.36109766,-0.70590943,0.7054477,0.06352542,-0.7081414,-0.7048157,-0.04207876,0.015089353,-0.07468877,0.9970927
0.27672407,0.12550755,-0.0459116,0.73633057,-0.15424372,0.6588066,0.1649538,-0.9033712,-0.39586708,0.65620697,0.40016168,-0.6397367
0.062347922,0.3053967,0.18633983,-0.8814431,0.067375444,-0.46745977,-0.47113198,-0.1947113,0.8603035,-0.03305637,0.9785438,0.20336966
0.0894722,-0.22135809,0.25849706,0.8578292,0.07827258,0.50793946,-0.5076773,-0.02470235,0.8611931,0.07995511,-0.9966259,0.018546818
0.23414281,0.13940477,0.25589567,0.3089638,-0.6346786,0.7083251,0.6100284,-0.43913504,-0.6595648,0.72966206,0.6358801,0.25149512
-0.049907025,-0.049780186,0.23754302,-0.18683457,0.74268955,-0.6430436,0.34364852,-0.5638054,-0.75101876,-0.9203252,-0.36129725,-0.14988583
-0.15284672,-0.15845183,0.23320727,-0.700074,0.4494071,-0.55491406,0.050025567,-0.74433774,-0.665927,-0.7123158,-0.4939581,0.49860966
0.07253958,-0.00016114196,0.3543688,0.15069999,-0.9883822,-0.019751998,0.8849188,0.12596412,0.44838798,-0.44069067,-0.08505098,0.8936208
0.33477518,0.028155593,0.0630176,0.39012986,0.6304588,0.6710592,0.41758424,-0.77069706,0.48129973,0.820623,0.09245435,-0.5639416
0.037936468,-0.18321744,0.3532715,0.33562848,-0.6409921,-0.6902772,0.9301491,0.109667584,0.35042217,-0.14891681,-0.7596724,0.63302577
0.14745821,0.18659103,0.2879424,0.85811704,-0.42401144,0.28956774,0.3692777,0.117812395,-0.9218212,0.35674804,0.8979613,0.25767478
0.2102418,-0.21195199,0.294765,-0.7427111,0.029708557,0.6689526,-0.48813707,-0.707877,-0.5105217,0.45836928,-0.7057107,0.54024994
0.06719348,-0.0025951818,-0.06714277,-0.15262511,0.98508877,-0.07940871,0.6657446,0.043097734,-0.744934,-0.7304038,-0.16656156,-0.66239536
-0.17491415,0.09341505,0.21581294,-0.67445725,-0.1404749,-0.724827,-0.11707069,-0.94896466,0.29284903,-0.72897315,0.28237015,0.6235906
-0.049395148,-0.19522549,0.2730683,0.84486616,-0.5346528,-0.018641694,0.11027285,0.13994572,0.98399955,-0.52348936,-0.8334036,0.17719309
0.17895098,-0.26781762,0.18159927,0.92264014,0.37309203,0.09766012,-0.10387286,-0.0034682371,0.99458456,0.37141028,-0.92778784,0.0355542
0.1315691,0.19405045,0.3127232,-0.9620262,0.08122325,0.26059252,0.15302749,-0.63006717,0.76131326,0.22602715,0.7722811,0.59371173
0.10049992,0.030265683,0.37055674,-0.42032346,-0.64992595,0.633186,0.80480325,-0.5893214,-0.07065466,0.4190703,0.4798923,0.7707681
-0.11613945,-0.19011484,0.13518755,0.65923333,-0.74064094,-0.12985542,0.3898555,0.18898527,0.90127534,-0.64298064,-0.64477557,0.41332835
0.029025735,0.0926016,0.32161406,0.9035751,0.42774186,-0.024267742,-0.16767712,0.3009448,-0.93878466,-0.39425424,0.8523316,0.34364876
0.06536869,-0.018897725,0.38820505,-0.7643527,-0.5595005,-0.3205062,0.6265048,-0.76198345,-0.16392975,-0.15250163,-0.3260988,0.93295383
0.057635106,0.02444311,0.39879376,-0.9572267,-0.22947311,-0.17623594,0.12815617,-0.8823497,0.45280787,-0.25940898,0.41085407,0.8740171
0.29815727,-0.09438878,0.25376898,0.00363001,0.5495361,0.8354621,-0.44113076,-0.7489032,0.49451756,0.8974355,-0.37034312,0.23969875
0.16630065,0.11221468,0.26816842,-0.2576736,0.12090672,0.95863754,0.73130506,-0.62403303,0.2752738,0.63150394,0.77198726,0.072377145
0.0469233,0.26553345,0.11607287,-0.49353755,-0.4955871,-0.7147126,-0.86596143,0.2036495,0.45676878,-0.08081785,0.84434605,-0.529668
0.086067945,0.17974462,0.31737867,0.5347057,-0.8358577,0.12422439,0.8449894,0.5272844,-0.089241326,0.009091471,0.15268613,0.9882329
0.107983075,-0.3126887,0.0783111,0.9395357,0.056253202,0.3377992,-0.32309577,-0.18131568,0.9288346,0.11349821,-0.98181474,-0.15217738
0.068884045,-0.28018007,0.09935996,-0.4687084,-0.17608841,-0.86562425,0.88314193,-0.114827245,-0.45483515,-0.01930605,-0.9776541,0.20933156
0.16892543,0.12391233,0.2830889,-0.18962218,-0.047038622,0.9807297,0.777245,-0.6175202,0.12066075,0.5999447,0.7851472,0.15365607
0.05953065,0.25465828,0.2244276,0.9578754,0.19465503,-0.21114965,-0.28441656,0.5411674,-0.7913565,-0.039774217,0.81807536,0.57373405
-0.10613701,0.077982716,-0.016499227,0.855178,-0.18592276,-0.48384222,-0.25801945,-0.96228004,-0.08627356,-0.4495515,0.19861995,-0.8708924
-0.060386587,0.06111636,0.31542122,-0.23107955,0.97264254,0.023846988,-0.97226745,-0.23175937,0.031362988,0.036031738,-0.015938304,0.99922353
0.009182299,0.16480848,0.32518107,-0.95529705,0.036367986,-0.29340237,-0.19637384,-0.81991714,0.5377482,-0.22100882,0.57132584,0.79040617
0.044946212,-0.079607174,0.3382147,0.45924145,-0.5635775,-0.68664235,0.83757764,0.017232388,0.54604644,-0.295907,-0.82588345,0.47995374
0.19841337,0.14236134,-0.039434623,-0.30216977,0.94783086,0.10153856,0.9449366,0.28378862,0.16296913,0.12565169,0.14519185,-0.9813924
0.13706096,0.009324019,0.36082226,-0.8232729,0.13429256,0.55153173,-0.07132788,-0.98838514,0.13419075,0.5631466,0.07113602,0.8232895
-0.19758461,0.036549855,0.21443662,0.009527362,-0.09063059,-0.995839,-0.1135013,-0.98954606,0.08897199,-0.9934922,0.11218136,-0.019714454
